,ASIN,Item Attribute,Amazon Link
669,B0010P32E0,MinimalPackagingSingleItem,https://www.amazon.com/dp/B0010P32E0/
670,B003O2RXM4,MinimalPackagingSingleItem,https://www.amazon.com/dp/B003O2RXM4/
671,B0843JSGHR,MinimalPackagingSingleItem,https://www.amazon.com/dp/B0843JSGHR/
672,B086Y5M9ZH,MinimalPackagingSingleItem,https://www.amazon.com/dp/B086Y5M9ZH/
673,B08P272JG8,MinimalPackagingSingleItem,https://www.amazon.com/dp/B08P272JG8/
674,B09B2LPTCF,MinimalPackagingSingleItem,https://www.amazon.com/dp/B09B2LPTCF/
675,B09SP43DCZ,MinimalPackagingSingleItem,https://www.amazon.com/dp/B09SP43DCZ/
676,B016AO9GYU,MinimalPackagingSingleItem,https://www.amazon.com/dp/B016AO9GYU/
677,B07W4XJ184,MinimalPackagingSingleItem,https://www.amazon.com/dp/B07W4XJ184/
678,B07XBM8M3X,MinimalPackagingSingleItem,https://www.amazon.com/dp/B07XBM8M3X/
679,B07SZ8P28Y,MinimalPackagingSingleItem,https://www.amazon.com/dp/B07SZ8P28Y/
680,B000JKONAO,MinimalPackagingSingleItem,https://www.amazon.com/dp/B000JKONAO/
681,B004BAKJPQ,MinimalPackagingSingleItem,https://www.amazon.com/dp/B004BAKJPQ/
682,B08BDXM3YP,MinimalPackagingSingleItem,https://www.amazon.com/dp/B08BDXM3YP/
683,B08TLXQHK6,MinimalPackagingSingleItem,https://www.amazon.com/dp/B08TLXQHK6/
684,B00006ICU0,MinimalPackagingSingleItem,https://www.amazon.com/dp/B00006ICU0/
685,B085Z4SB6R,MinimalPackagingSingleItem,https://www.amazon.com/dp/B085Z4SB6R/
686,B088KT5GP1,MinimalPackagingSingleItem,https://www.amazon.com/dp/B088KT5GP1/
687,B08QM1Z2RT,MinimalPackagingSingleItem,https://www.amazon.com/dp/B08QM1Z2RT/
688,B00A9ZM3O2,MinimalPackagingSingleItem,https://www.amazon.com/dp/B00A9ZM3O2/
689,B0009VOSOE,MinimalPackagingSingleItem,https://www.amazon.com/dp/B0009VOSOE/
690,B001LUKXUU,MinimalPackagingSingleItem,https://www.amazon.com/dp/B001LUKXUU/
691,B08XGD6ZLR,MinimalPackagingSingleItem,https://www.amazon.com/dp/B08XGD6ZLR/
692,B07Q41CS8S,MinimalPackagingSingleItem,https://www.amazon.com/dp/B07Q41CS8S/
693,B07933CTQH,MinimalPackagingSingleItem,https://www.amazon.com/dp/B07933CTQH/
694,B019C23J6I,MinimalPackagingSingleItem,https://www.amazon.com/dp/B019C23J6I/
695,B086B9S6G7,MinimalPackagingSingleItem,https://www.amazon.com/dp/B086B9S6G7/
696,B08FP9R4CR,MinimalPackagingSingleItem,https://www.amazon.com/dp/B08FP9R4CR/
697,B08T5WXKPZ,MinimalPackagingSingleItem,https://www.amazon.com/dp/B08T5WXKPZ/
698,B000JNNWQ2,MinimalPackagingSingleItem,https://www.amazon.com/dp/B000JNNWQ2/
699,B08WV2W72B,MinimalPackagingSingleItem,https://www.amazon.com/dp/B08WV2W72B/
700,B00ILD5846,Evil Items,https://www.amazon.com/dp/B00ILD5846/
701,B00004OCIP,Evil Items,https://www.amazon.com/dp/B00004OCIP/
702,B07M9D43BN,Evil Items,https://www.amazon.com/dp/B07M9D43BN/
703,B075QFCP5W,Evil Items,https://www.amazon.com/dp/B075QFCP5W/
704,B07PS5896H,Evil Items,https://www.amazon.com/dp/B07PS5896H/
705,B001B4X7T0,Evil Items,https://www.amazon.com/dp/B001B4X7T0/
706,B0041KEUJM,Evil Items,https://www.amazon.com/dp/B0041KEUJM/
707,B078Y9N84S,Evil Items,https://www.amazon.com/dp/B078Y9N84S/
708,B00838JF6G,Evil Items,https://www.amazon.com/dp/B00838JF6G/
709,B07T91PQ4R,Evil Items,https://www.amazon.com/dp/B07T91PQ4R/
710,B0006Z3LCS,Evil Items,https://www.amazon.com/dp/B0006Z3LCS/
711,B07RPCFSNK,Evil Items,https://www.amazon.com/dp/B07RPCFSNK/
712,B00NCMMNZS,Evil Items,https://www.amazon.com/dp/B00NCMMNZS/
713,B008N82D2E,Evil Items,https://www.amazon.com/dp/B008N82D2E/
714,B077YXSCPT,Evil Items,https://www.amazon.com/dp/B077YXSCPT/
